"doc_id","dominant_topic","max_prob"
3353,7,0.634634232827063
3355,2,0.398963531317083
3357,10,0.815741444694138
3361,5,0.334864986515355
3365,8,0.525253172006624
3370,4,0.737103306400793
3377,10,0.583872845902914
3378,8,0.206831806320015
3379,4,0.639699398508109
3382,8,0.585755127757419
3383,7,0.505070019416094
3390,11,0.552792837548536
3391,4,0.282050807813039
3393,11,0.317328423115781
3395,5,0.363945256894022
3399,4,0.376335006951123
3401,4,0.895367260265453
3402,4,0.855932841387015
3403,5,0.726716372124951
3407,5,0.493513693070097
3409,7,0.473346070774681
3411,6,0.649202667092285
3412,10,0.385709239745514
3414,7,0.855479327333076
3415,4,0.842382267548054
3417,4,0.511605702410291
3420,4,0.447863590714325
3431,4,0.709377288123986
3439,5,0.475702665903566
3446,2,0.375149495646266
3450,9,0.245499464249717
3457,7,0.540770496006989
3458,9,0.28563208569008
3459,7,0.537887802618396
3461,5,0.65555300257258
3472,4,0.841790535456277
3479,11,0.848302070425938
3480,5,0.386872871361458
3486,4,0.486811683008721
3493,4,0.519430687205864
3497,6,0.296016759694848
3498,7,0.730641445851898
3504,11,0.572723831706512
3505,5,0.315392522584695
3516,4,0.880925129559218
3518,7,0.594461031366323
3525,3,0.293947161398444
3530,11,0.251186513360911
3533,5,0.919569846551266
3534,7,0.393739401167069
3537,2,0.854890360531995
3541,11,0.694574089517622
3543,2,0.976489066599978
3550,3,0.692164716750375
3558,7,0.507865185596852
3559,11,0.513634948286536
3561,2,0.462534767259027
3562,2,0.599537566506292
3565,10,0.410779117746553
3566,5,0.550273003414605
3569,7,0.750843858422258
3570,3,0.692164716750375
3571,7,0.630239980257198
3573,4,0.823697094276458
3575,6,0.637372006146162
3576,2,0.580144863990738
3577,4,0.968168333390396
3578,5,0.607653106254808
3579,11,0.842627751104945
3581,5,0.772060445878526
3586,3,0.411957295577986
3587,10,0.553378951595278
3589,10,0.401027034019488
3591,7,0.939070500544469
3594,2,0.612245381682285
3595,4,0.381570283366999
3596,7,0.853933011451056
3605,2,0.775266136235178
3607,5,0.452216145908877
3612,2,0.382631873805462
3616,2,0.878598139474591
3621,5,0.349437495955985
3622,2,0.756808839322038
3625,6,0.509571020698355
3628,2,0.62561702040684
3629,2,0.462078753822702
3630,6,0.637012362437822
3631,9,0.65384020861578
3632,3,0.791883740345771
3639,12,0.322747825472659
3642,4,0.567237589744734
